location,GADM_boxes,date,time,caption
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20140922,155237+0000,"Pepper spray fired by police officers flies in the air as they attempt to secure a barricade blocking protestors from Wall Street during a march demanding action on climate change and corporate greed, Monday, Sept. 22, 2014, a day after a huge climate march in New York. (AP Photo/John Minchillo)"
Pristina,"[120/5/22]",20150127,155946+0000,"Kosovo police in riot gear detain the Mayor of Pristina Shpend Ahmeti in the Kosovo capital during a protest on Tuesday, Jan. 27, 2015. Police in Kosovo fired volleys of tear gas and used water cannons Tuesday to disperse thousands of stone-throwing anti-government protesters demanding the resignation of a minister who had denied that war crimes were committed against ethnic Albanians during the 1998-99 war with Serbia. At least 37 people were injured, including 22 policemen, during a series of clashes in city streets between riot police and protesters, officials said. The protesters pelted officers with stones, Molotov cocktails and other objects, in what is one of the worst bouts of violence to hit Kosovo since this former Serbian province declared its independence in 2008. (AP Photo/Visar Kryeziu)"
Aurora,"[240/39/2250]",20141205,130140+0000,"Police keep watch over demonstrating high school students from a rooftop during a protest against the Ferguson, Mo., grand jury decision, in front of City Hall, in Aurora, Colo., Friday, Dec. 5, 2014. Students from several Aurora high schools left school Friday in protest. (AP Photo/Brennan Linsley)"
Acapulco,"[145/12/349]",20150225,061308+0000,"A bloodied demonstrator lies injured after clashes broke out during a protest for better labor conditions for teachers in Acapulco, Mexico, late Tuesday, Feb. 24, 2015. Police clashed with union members representing teachers and other public workers who were blocking the airport. Demonstrators also protested the Sept. 26, 2014 disappearance of 43 students in Guerrero state. (AP Photo/Bernandino Hernandez)"
New Delhi,"[105/10/121]",20141230,115732+0000,"Hindu right-wing activists of the Hindu Sena tear a giant movie poster during a protest demanding a ban on the Bollywood movie \"PK\" in New Delhi, India, Tuesday, Dec. 30, 2014. Hindu radical groups vandalised theatres and multiplexes across several states alleging some scenes hurt religious sentiments of Hindus, according to news reports. (AP Photo/Tsering Topgyal)"
Miami,"[240/10/360]",20141220,150418+0000,"Sonia San Martin holds a sign during a protest in the Little Havana neighborhood of Miami on Saturday, Dec, 20, 2014 against President Barack Obama's plan to normalize relations with Cuba. The executive orders Obama announced Wednesday can clear the way for limited exports to Cuba and freer travel by specific categories of Americans such as academics and artists, but he acknowledged his need to work with Congress to end the decades-old embargo Cuba blames for the dire condition of its infrastructure and economy. (AP Photo/Lynne Sladky)"
Hong Kong,"[102]",20141125,104728+0000,"Workers start clearing away barricades at an occupied area in Mong Kok district of Hong Kong Tuesday, Nov. 25, 2014. Hong Kong authorities on Tuesday began clearing away some barricades from part of the pro-democracy protest site, scene of previous violent confrontations with police and angry mobs. (AP Photo/Kin Cheung)"
Letpadan,"[154/2/9]",20150307,055739+0000,"Student protesters and their supporters who have been staging a sit-in since March 3, lie on the ground covered in blankets as another checks mobile phone in Letpadan, 140 kilometers (90 miles) north of the country's main city Yangon, Myanmar, at the dawn of Saturday March 7, 2015. On Friday, March 6, in another location in Letpadan police cracked down on student protesters opposing Myanmar's new education law, roughly grabbing demonstrators and loading them onto trucks in the third such clampdown in as many days. More protests were held on later on Friday in solidarity with the protesting students and condemning the crackdowns in other towns in Myanmar. (AP Photo/Gemunu Amarasinghe)"
New York,"[240/33/1874,240/33/1872,240/33/1854,240/33/1833,240/33/1862]",20140922,154950+0000,"A police officer attempts to secure a barricade from a protestor during a march demanding action on climate change and corporate greed, Monday, Sept. 22, 2014, a day after a huge climate march in New York. (AP Photo/John Minchillo)"
Hong Kong,"[102]",20140928,093832+0000,"Media mogul Jimmy Lai wearing goggles appears outside the government headquarters to join a protest in Hong Kong, Sunday, Sept. 28, 2014. Hong Kong activists kicked off a long-threatened mass civil disobedience protest Sunday to challenge Beijing over restrictions on voting reforms, escalating the battle for democracy in the former British colony after police arrested dozens of student demonstrators. (AP Photo/Vincent Yu)"
Yangon,"[154/14/59,154/14/60,154/14/61,154/14/62]",20150307,164333+0000,"Student protesters and people offer prayers at Botataung pagoda as they protest a new education law Saturday, March 7, 2015, in Yangon, Myanmar. Police chased down student protesters and dragged them onto trucks Friday in Myanmar's third such crackdown on public demonstrations in as many days. (AP Photo/Khin Maung Win)"
Tehran,"[107/27/239,107/27/238]",20150403,133234+0000,"Two Yemeni men chant slogans while holding their country's flag, among Iranians in a rally to condemn Saudi-led airstrikes against Yemen after the Friday prayers, in Tehran, Iran, Friday, April 3, 2015. (AP Photo/Vahid Salemi)"
London,"[239/1/103,239/1/100,239/1/109,239/1/46,239/1/34,239/1/32,239/1/45,239/1/14,239/1/56,239/1/31,239/1/89,239/1/50,239/1/54]",20141011,153300+0000,"A demonstrator clashes with the police in Parliament Square in London, Saturday, Oct. 11, 2014. Demonstrators were calling for support for the Kurdish resistance against the Islamic State group in Kobani and Rojava. (AP Photo/Kirsty Wigglesworth)"
Hong Kong,"[102]",20141011,111434+0000,"Pro-democracy protester, left, argues with local residents while a police officer watch on a main road  in the occupied area in Hong Kong's Mong Kok district Saturday, Oct. 11, 2014. Thousands of protesters poured into a main road in Hong Kong for a pro-democracy rally late Friday, reviving a civil disobedience movement a day after the government canceled talks with student leaders aimed at defusing the standoff. (AP Photo/Vincent Yu)"
Hong Kong,"[102]",20140930,012809+0000,"Student protesters occupy a main road in the financial district of Hong Kong, Monday, Sept. 29, 2014. Pro-democracy protesters expanded their rallies throughout Hong Kong on Monday, defying calls to disperse in a major pushback against Beijing's decision to limit democratic reforms in the Asian financial hub. (AP Photo/Wally Santana)"
Hong Kong,"[102]",20141209,133100+0000,"A man sleeps in an occupied area outside government headquarters in Hong Kong Tuesday, Dec. 9, 2014. Hong Kong authorities and activists are set for one last showdown after the publication Tuesday of a court order authorizing the removal of barricades and tents blocking the Asian financial hub's streets for more than two months. (AP Photo/Vincent Yu)"
North Miami Beach,"[240/10/360]",20140604,151656+0000,"Pavel Gerardo, of Miami Gardens, Fla., marches with activists and Wal-mart employees outside of Wal-mart, protesting the company's firings and disciplinary actions against employees who have gone on strike in the past, Wednesday, June 4, 2014, in North Miami Beach, Fla. This is part of the national organization OUR Wal-mart which seeks improve working conditions for Walmart employees. Wal-mart's annual shareholders meeting is Friday in Arkansas. (AP Photo/Lynne Sladky)"
Hong Kong,"[102]",20141209,135855+0000,"Pro-democracy protesters walk within their tents and barricades on a main road at the occupied area outside government headquarters in Hong Kong Tuesday, Dec. 9, 2014. Hong Kong authorities and activists are set for one last showdown after the publication Tuesday of a court order authorizing the removal of barricades and tents blocking the Asian financial hub's streets for more than two months. (AP Photo/Kin Cheung)"
Hong Kong,"[102]",20140930,210155+0000,"Hong Kong's Chief Executive Leung Chun-ying, center, watches as military personnel march during a flag-raising ceremony on Wednesday, Oct. 1, 2014 in Hong Kong, as thousands of protesters watching from behind police barricades yelled at him to step down. (AP Photo/Wong Maye-E)"
Philadelphia,"[240/39/2299]",20140904,121156+0000,"A fast-food worker is chants slogans before being detained by police during a protest to push fast-food chains to pay their employees at least $15 an hour, outside a McDonald's restaurant Thursday, Sept. 4, 2014, in Philadelphia. The protest movement, which is backed financially by the Service Employees International Union and others, has gained national attention at a time when the wage gap between the poor and the rich has become a hot political issue.   (AP Photo/Matt Rourke)"
